premise	hypothesis	span_similarity	sentence_similarity
{{Because there is a bulb in one of the paths.}}	{{there is no closed path containing the battery}}	1	1
{{the battery is in a closed path but connects with nothing else}}	{{The battery is contained in a closed path which does not contain any other components}}	1	1
{{Because one of the bulb terminals is bad, and the other ones are good.}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{bulbs a and c are on a closed path with the battery}}	{{Bulbs A and C are still in closed paths with the battery}}	1	1
 {{The light bulb}} {{is not}} in a closed path	the battery is contained in a path in which there {{is}} {{no bulb}} 	0,0	0
{{bulbs a and c are contained in different paths with the battery.}}	{{A and C are in different paths with the battery}}	1	1
{{Bulb B and C were contained in a closed path with the battery}}	{{Bulb B and Bulb C were still contained in the same closed path with the battery.}}	1	1
terminal 1 {{is connected}} to terminal 6	Terminals 1 and 6 {{are separated}} by the gap	0	0
{{because the voltage doesnt change in the battery}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{If the switch and the bulb are in the same path.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{"the electrical state difference between the battery""s two terminals"}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{there is a gap between terminal 3 and the positive terminal}}	{{Terminal 3 and the positive terminal are separated by the gap}}	1	1
{{The voltage does not change.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{the positive battery terminal is separarted by a gap from terminal 3.}}	{{Terminal 3 and the positive terminal are separated by the gap}}	1	1
there is {{a gap}} in the connection.	there is {{no gap}} between the terminals	0	0
{{if there is a gap between the terminals, the voltage will be different.}}	{{Measuring voltage indicates whether two terminals are separated by a gap.}}	1	1
{{if a path is connected to an oen switch, the bulb will be off.}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{turning off one bulb will not turn off another bulb}}	{{A and C are in different paths}}	1	1
{{there is a closed path}}	{{bulbs A and B are in a closed path}}	1	1
{{there are still complete paths to the battery for B and C}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{Bulbs A and C are still contained in closed paths with the battery}}	{{If C burns out, then A and B are still in a closed path with the battery.}}	1	1
{{yes bulb A was on}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
bulb a and bulb c {{are not}} on the same path as bulb B	A, B and C {{are}} in different paths	0	0
{{Both the light bulb and battery must be in a closed path.}}	{{the bulb and the battery are in a closed path}}	1	1
{{there is not a terminal connected to the positive path of the battery}}	{{the battery is in an open path}}	1	1
{{There has to be a closed circuit battery.}}	{{the bulb and the battery are in a closed path}}	1	1
{{the terminals must have a difference in electrical states to have voltage}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{electrical states will determine whether there is a gap or connection in the circuit}}	{{Measuring voltage indicates whether two terminals are separated by a gap.}}	1	1
there {{is}} {{no gap}} between the positive battery terminal and terminal 6	Terminal 6 and the positive terminal {{are not separated}} {{by the gap}} 	0,0	0
{{When the switch is in the path of the bulb.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{because an open switch creates a gap.}}	{{the open switch creates a gap}}	1	1
{{switch z is closed so it still creates a complete path to the battery}}	{{there is still a closed path containing Switch Z, Switch X, Bulbs A and C and the battery}}	1	1
{{because of the gap in bulb b}}	{{Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap}}	1	1
{{A closed path with a battery and bulb}}	{{there is a closed path containing both the bulb and a battery}}	1	1
{{Bulb B is in a independent path}}	{{Bulb B is in a separate path}}	1	1
{{because bulbs are connected to the negative terminal of the battery}}	{{Terminals 1, 2 and 3 are connected to the negative battery terminal}}	1	1
{{Because the path connecting the bulbs will be damaged}}	{{there is a gap in a circuit}}	1	1
{{because the positive terminal is separated by a gap from terminal 3}}	{{Terminal 3 and the positive terminal are separated by the gap}}	1	1
{{A switch creates a break in the closed path.}}	{{the open switch creates a gap}}	1	1
{{terminal 1 and 2 have the same voltage because there is a working bulb connected to the negative battery terminal.}}	{{Terminals 1 and 2 are connected and in the same electrical state}}	1	1
Switch Y {{is}} in a different path than Bulb A	Switch Y and bulb A {{are not}} in the same closed path	0	0
{{The two terminals of a battery will always have different electrical states due to a chemical reaction inside the battery}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{the negative batter terminal is seperated by a gap from terminal 4}}	{{terminal 4 is separated by a gap from the negative battery terminal}}	1	1
{{bulbs b anc c are on the same closed path with the battery but seperate from bulb a}}	{{there is a path containing A and a different path containing B and C}}	1	1
{{Because the path between the battery and the light bulb is not closed}}	{{the path is not closed}}	1	1
{{bulb C and A are contained in the same path with the battery}}	{{A and C are in different paths}}	1	1
{{the terminals go from not being connected to being connected to each other.}}	{{the terminals are not connected}}	1	1
{{the positive batter terminal does not have a gap from terminal 4}}	{{Terminal 4 and the positive terminal are not separated by the gap}}	1	1
{{bulbs B and C are on the same path as the battery}}	{{B and C are in the same path with the battery}}	1	1
{{terminal 1 is connetced to terminal 4}}	{{Terminals 1 and 4 are connected}}	1	1
{{b and c will be in their own closed paths with the battery.}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{all the bulbs are on parralel paths}}	{{A and C are in different paths}}	1	1
{{terminal 4, terminal 5, and terminal 6 are connected to the positive battery terminal}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{there is no path through bulb b.}}	{{there is an incomplete circuit}}	1	1
{{there was a gap from terminal 2 to terminal 6}}	{{Terminals 1 and 2 are in the same electrical state}}	1	1
{{terminal 1 and 2 have the same difference in electrical states}}	{{Terminals 1 and 2 are connected and in the same electrical state}}	1	1
{{terminal one is connected to the negative battery terminal}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{Bulb A is not in the same path as bulbs B and C.}}	{{If bulb A burns out, B and C are no longer in a closed path with the battery}}	1	1
{{If the switch is on and makes a gap between the bulb and the battery.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{If the switch is contained in the same path with the Bulb}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{there is no gap between the positive battery terminal and terminal 5}}	{{There is no gap between terminal 5 and the positive terminal}}	1	1
{{That the terminals are not connected to each other.}}	{{the terminals are not connected}}	1	1
{{Closed connection between the bulb and the battery.}}	{{there is a closed path containing both the bulb and a battery}}	1	1
{{the switch has to be within a closed path with the bulb and battery}}	{{The switch and the bulb have to be in the same path}}	1	1
{{terminal 6 is directly connected to the positive terminal.}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{Bulb a was in a closed path with a battery.}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{the positive battery terminal is connected to terminal 4.}}	{{Terminal 4 and the positive terminal are connected}}	1	1
{{the closed path still existed for bulb A even though switch Y was open}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{terminal 4 is connected to the positive batterty terminal}}	{{Terminal 4 and the positive terminal are connected}}	1	1
{{if the path is open or closed}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{the attery is not in a closed path}}	{{The battery in 2 is not in a closed path}}	1	1
{{because bulbs B and C were still in a closed path with the battery.}}	{{Bulb B and Bulb C were still contained in the same closed path with the battery.}}	1	1
{{When the switch is in the same path as the bulb.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{The path contains the light bulb and the path is not closed.}}	{{There is no closed path}}	1	1
{{Terminal 5 is connected to the postive battery terminal}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{because of the gap in bulb b.}}	{{Terminals 4, 5 and 6 are not connected to the negative battery terminal}}	1	1
{{There is still a closed path containing bulb B and C with the battery.}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{battery is contained in bulb}}	{{The battery is contained in a path which does not contain any other components}}	1	1
{{The light bulb must be connected to both sides of the battery and there must be a closed circuit.}}	{{there is a complete circuit}}	1	1
{{b and c are both parts of complete circuts to the battery}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{bulb B does not effect the other bulbs}}	{{there is an incomplete circuit}}	1	1
{{the battery is contained in a closed path}}	{{There is still a closed path}}	1	1
{{because there is a positive and negative connections}}	{{Terminals 1 and 6 are not connected}}	1	1
{{a damaged bulb creates a gap in the path.}}	{{a damaged bulb creates a gap}}	1	1
{{an open switch causes a gap.}}	{{the open switch creates a gap}}	1	1
there was {{a closed path}} not effected by the switch	There is {{no path}} containing both switch Y and bulb A	0	0
{{If the other bulb is no longer contained in a closed path with the battery}}	{{The damaged bulb and the other bulb must be contained in the same path}}	1	1
{{A closed path with a battery enables the bulb to be on.}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{the battery is in a closed path.}}	{{the battery is contained in a path in which there is no bulb}}	1	1
{{the switch and the bulb are contained in the same path}}	{{If bulb A burns out, bulbs B and C are still in a closed path}}	1	1
{{closed paths from the battery}}	{{the bulb and the battery are in a closed path}}	1	1
{{Bulb A and C are contained in different paths with the battery.}}	{{A and C are in different paths with the battery}}	1	1
there is {{a gap}} between the bul and battery terminal.	there is {{no gap}} between the terminals	0	0
there {{is a gap}} between terminals 1 and 2 from the positive battery terminal	Terminals 1 and 2 {{are connected}} and in the same electrical state	0	0
{{Terminal 6 is connected to the posititve battery terminal.}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{there is a closed path, with no lightbulb in the path}}	{{the battery is contained in a path in which there is no bulb}}	1	1
{{Because there is no gap between terminal 4 and the positive terminal}}	{{There is no gap between terminal 4 and the positive terminal}}	1	1
{{Bulb A is contain in a closed path}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
{{One side is closed the other side is open.}}	{{the battery is in an open path}}	1	1
{{Bulb A is within its own closed path and independent of B and C}}	{{there is a path containing A and a different path containing B and C}}	1	1
{{Terminal 1 is connected to terminal 2}}	{{Terminals 1 and 4 are connected}}	1	1
{{the positive terminal and terminal 1 are seperated by a gap}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{There is still a closed path that contains the battery, Bulb B, and Bulb C.}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
Because terminal 1 {{had no gap.}} 	Terminal 1 and the positive terminal {{are separated by the gap}} 	0	0
{{Terminal 5 and the positive battery terminal are in the same state.}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{connected to the negative terminal}}	{{Terminals 1 and 2 are connected}}	1	1
there {{is not}} {{a complete path}} involving both battery terminals	there {{is}} {{no closed path}} containing the battery	0,0	0
{{There is no gap in the circuit.}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{terminal 5 is connected to the positive battery terminal.}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{because the battery has its own chemical reacion between the positive and negative tterminals it contains}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{bulbs will be affected by switches that are in the path}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{if the damaged lightbulb is contained in the closed circuit}}	{{The damaged bulb and the other bulb must be contained in the same path}}	1	1
{{The bulb and the battery are connected}}	{{the battery is in an open path}}	1	1
{{terminal 6 is connected to a positive battery terminal}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{because A and C still have a connection to the battery}}	{{Bulbs A and C are still in closed paths with the battery}}	1	1
{{because there is no gap between the terminals}}	{{terminal 1 is not separated from the negative battery terminal}}	1	1
{{the voltage is the difference between the electrical state of the terminals.}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{Bulb A and Bulb C are contained in different paths with the battery.}}	{{A and C are in different paths with the battery}}	1	1
{{because there is a difference in electrial states between the two terminals}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{Terminal 5 is only connected to the positive battery terminal.}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{the battery is containing a negative charge only}}	{{Switch Y and bulb A are not in the same closed path}}	1	1
{{the gap separates the positive battery terminal from terminal 1}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{the path will have a gap}}	{{each bulb is in its own path}}	1	1
{{An open switch stops the energy flow}}	{{the path is not closed}}	1	1
{{A is on a cloosed battery}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{because a battery will always have a voltage even if it is 0}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{the is an open path}}	{{the battery is in an open path}}	1	1
{{the bulbs are on the same path with the battery}}	{{A and C are in the same path}}	1	1
{{Through bulb A, bulb B is still contained in a closed path to the battery.}}	{{If C burns out then A and B are still in a closed path with the battery}}	1	1
{{both bulbs a and c still have a closed path}}	{{Bulbs A and C are still in closed paths}}	1	1
terminal 1 and the positive terminal {{are connected.}} 	Terminal 1 and the positive terminal {{are separated}} by the gap	0	0
{{positive battery is seperated by a gap from terminal 2}}	{{Terminal 2 and the positive terminal are separated by the gap}}	1	1
{{There is no difference between the two terminals.}}	{{The terminals are in the same state.}}	1	1
{{the switch has to be contained in the same path as the bulb and the battery}}	{{The switch and the bulb have to be in the same path}}	1	1
{{there is a gap in terminal 1}}	{{Terminals 1 and 2 are in the same electrical state}}	1	1
{{The battery uses the chemical reation to create voltage}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{a batter uses a chemical reaction to create voltage}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{the battery alone is in a closed path}}	{{The battery is contained in a path which does not contain any other components}}	1	1
{{Because there is a gap in the circuit.}}	{{there is a gap in the circuit}}	1	1
Bulbs A and B {{are not}} within the same path as bulb C.	Bulb C {{is}} in a separate path	0	0
{{because there was two negative connections}}	{{Terminals 1 and 2 are connected}}	1	1
{{bulb a is on a closed path with the battery}}	{{there is a path containing A and a different path containing B and C}}	1	1
{{the other terminals are connected to the positive terminal.}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
The bulb takes away {{the path.}} 	there is {{an open path}} 	0	0
There {{is}} {{no gap}} between the positive terminal and terminal 4	Terminal 4 and the positive terminal {{are not separated}} {{by the gap}} 	0,0	0
{{Bulb a created a gap}}	{{If bulb A burns out, neither B nor C is in a closed path}}	1	1
{{terminal 6 is connected to the positive terminal of the battery}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{the bulb is in a closed circuit}}	{{the battery is in an open path}}	1	1
{{The circuit is not closed around the battery.}}	{{The battery in 2 is not in a closed path}}	1	1
the bulb {{is not contained}} in a closed path.	The battery {{is contained}} in a path which does not contain any other components	0	0
{{There is a gap in the circuit.}}	{{there is a gap in a circuit}}	1	1
{{Bulb B and bulb C are still on closed paths with the battery.}}	{{bulbs A and B are still in closed paths with the battery}}	1	1
{{Bulb A has a closed pathway}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
bulbs a and c {{are not}} in the same closed path as bulb b	Bulb B {{is}} in a separate path	0	0
Only one terminal {{is involved}} in the circuit.	The battery in 2 {{is not}} in a closed path	0	0
{{there was closed paths between the battery}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
{{the gap separates the positive battery terminal from terminal 2}}	{{Terminal 2 and the positive terminal are separated by the gap}}	1	1
{{bulb a, bulb b, and bulb c are contained in differentclosed paths.}}	{{A and C are in different paths with the battery}}	1	1
If any bulb is {{out,}} it affects the whole system and everything is blocked from the battery.	each bulb is {{in its own path}} 	0	0
it {{is not}} in the same path.	Bulb A {{is}} still in a closed path with the battery	0	0
There will be {{a gap in the path}} 	If bulb A burns out, neither B nor C is {{in a closed path}} 	0	0
{{Bulb B and C are still contained in a path with the battery}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{bulbs a and c are still contained in a closed path with the battery.}}	{{Bulbs A and C are still in closed paths with the battery}}	1	1
{{Terminal one is not connected to the positive battery terminal}}	{{Terminal 1 and the positive terminal are not connected}}	1	1
{{bulb A and switch Z are in a closed path}}	{{Bulb A is still contained in a closed path with the battery and switch Z.}}	1	1
{{Terminal 5 is connected to the postitive battery terminal}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{Terminal 6 is connected to the positive battery terminal}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{the red x means that the circuit is not safe.}}	{{there is a short circuit}}	1	1
{{both bulbs B and C}} are in the same path as bulb A	If bulb A burns out, {{neither B nor C}} is in a closed path	0,0	0
{{if the electrical state is non-zero you can find the gap in the circuit}}	{{A non-zero voltage means that there is a gap}}	1	1
The battery is contained in a closed circuit and there {{is}} nothing in its pathway	The battery is contained in a closed path which {{does not contain}} any other components	0	0
A terminal {{is not connected}} to the positive battery terminal.	Terminals 1 and 4 {{are connected}} 	0	0
there is {{a gap}} in the circuit	Terminals 1 and 4 {{are connected}} 	0	0
{{the positive terminal is not seperated by a gap from terminal 5}}	{{Terminal 5 and the positive terminal are not separated by the gap}}	1	1
{{You can find where there is a gap}}	{{Measuring voltage indicates whether two terminals are separated by a gap.}}	1	1
{{has to do something with a gap}}	{{Terminal 2 and the positive terminal are separated by the gap}}	1	1
{{Because the positive circuit has a voltage of 1.5 volts.}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{There is a chemical reaction.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{when the switch is the in a closed path with the bulb}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{bulb b and c are in a closed path}}	{{B and C are in the same path}}	1	1
{{There is a difference in electrical states.}}	{{the terminals are not connected}}	1	1
{{the bulb will not light}}	{{there is no gap between the terminals}}	1	1
bulb a and c {{are contained}} on the same path with the battery	A and C {{are not}} in the same path with the battery	0	0
{{The path does not close}}	{{the battery is in an open path}}	1	1
{{The difference between the electrical states is 1.5 volts}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{there is still a closed path}}	{{If bulb A burns out, bulbs B and C are still in a closed path}}	1	1
{{a gap causes a lost connection}}	{{A non-zero voltage means that the terminals are not connected.}}	1	1
{{the positive terminal and terminal 6 are connected}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{the positive terminal is connected to terminal 6}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{Because there is no gap at terminal 1}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{terminal 6 is conncted to the positive terminal}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{When the switch is in the same papth as the bulb.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{Bulbs A and C are in separate paths.}}	{{A and C are in different paths}}	1	1
{{bulb a and bulb b are still in a closed path with the battery.}}	{{bulbs A and B are still in closed paths with the battery}}	1	1
{{The positive battery terminal was not separted by a gap from terminal 6}}	{{Terminal 6 and the positive terminal are not separated by the gap}}	1	1
{{A GAP WIL BE CREATED}}	{{If bulb A burns out, neither B nor C is in a closed path}}	1	1
{{bulb a and c are contained in different paths with the battery}}	{{A and C are in different paths with the battery}}	1	1
{{The positive terminal is connected to terminal 4.}}	{{Terminal 4 and the positive terminal are connected}}	1	1
 {{not contained}} inthe same path	If C burns out, then A and B {{are}} still in a closed path.	0	0
bulb c does not create {{a gap in the path}} for bulb b and a	If C is damaged, A and B are still {{in a closed path}} 	0	0
{{becuase the other terminals are connected to the positive battery terminal}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{because terminal one and the positive battery terminal are on a closed path}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{Battery will always have voltage.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{the terminals are not connected}}	{{Terminal 1 and the positive terminal are not connected}}	1	1
{{the positive battery terminal is connected to terminal 6}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{bulb a was on a closed path}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{Because terminal 4 is connected to the negative terminal}}	{{Terminal 4 and the positive battery terminal are in the same electrical state}}	1	1
{{bulb c is in its own pathway}}	{{Bulb C is in a separate path}}	1	1
{{the voltage is nearest the burnt out bulb}}	{{Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.}}	1	1
{{You needed both a battery and a blub with the same path, and the path must be closed}}	{{there is a closed path containing both the bulb and a battery}}	1	1
{{Because the battery runs in a closed circuit.}}	{{there is an incomplete circuit}}	1	1
{{If bulb B is damaged, then the circut is no longer closed.}}	{{there is no closed path}}	1	1
{{terminal 1, terminal 2, and terminal 3 are connected o the negative battery}}	{{Terminals 1, 2 and 3 are connected to the negative battery terminal}}	1	1
{{"Because it didn""t cause a gap."}}	{{each bulb is in its own path}}	1	1
{{because there is a gap between terminal 1 and terminal 6.}}	{{There is a gap between terminals 1 and 6}}	1	1
{{because bulbs b and c are on a closed path with the battery}}	{{Bulb B and Bulb C were still contained in the same closed path with the battery.}}	1	1
{{The switch determines whether the path is open or closed.}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{the positive battery terminal is separated by a gap from terminal 4}}	{{Terminal 4 and the positive battery terminal are in the same electrical state}}	1	1
{{an incomplete circuit would not effect the the electrical state between the terminals.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{terminals 4, 5, and 6 are connected to the positive battery terminal}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{The path it was on}}	{{there is a path containing both Z and C}}	1	1
{{If the bulb is on the same closed path}}	{{The damaged bulb and the other bulb must be contained in the same path}}	1	1
{{bulb a was still contained in a closed path with the battery.}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
{{If one bulb is removed, the others stop working}}	{{A and C are in the same closed path}}	1	1
{{because all the terminals are connected to other terminals, an open switch disrupts that.}}	{{the open switch creates a gap}}	1	1
{{There is a gap between the two bulb terminals}}	{{the terminals are separated by a gap}}	1	1
{{a short circuit has occured}}	{{there is a short circuit}}	1	1
{{there will be a gap at bulb b, thus affecting the rest of the circuit}}	{{bulb B creates a gap}}	1	1
{{terminal 3 and the positie terminal are not connected.}}	{{Terminal 3 and the positive terminal are not connected}}	1	1
{{The positive battery terminal was not seperated by a gap from terminal 4.}}	{{Terminal 4 and the positive terminal are not separated by the gap}}	1	1
{{Terminal 1 is connected to the negative terminal.}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
A terminal {{is not connected}} to the positive battery terminal.	Terminals 1 and 2 {{are connected}} 	0	0
{{the positive terminal and terminal 2 are seperated by a gap}}	{{Terminal 2 and the positive terminal are separated by the gap}}	1	1
{{there is not gap between the terminals}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{there is a gap between teh positive battery terminal and terminal 4.}}	{{Terminal 4 and the positive battery terminal are in the same electrical state}}	1	1
{{The positive battery was not connected to terminal one.}}	{{Terminal 1 and the positive terminal are not connected}}	1	1
{{Bulbs A and B will still be contained in a closed path to the battery.}}	{{bulbs A and B are still in closed paths with the battery}}	1	1
{{the two components are seperated.}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{because terminal 1 is directly connected to terminal 4}}	{{Terminals 1 and 4 are connected}}	1	1
{{the positive battery terminal and terminal 4 are connected}}	{{Terminal 4 and the positive terminal are connected}}	1	1
{{Terminal 1 and terminal 2 are on the same side.}}	{{Terminals 1 and 2 are connected}}	1	1
{{not connected to positive battery}}	{{Terminal 2 and the positive terminal are not connected}}	1	1
{{The battery uses a chemical reaction to maintain the voltage,}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{Because the bulb does not have a closed path.}}	{{The bulb is not in the closed path containing the battery}}	1	1
{{there is a difference in electrical states}}	{{the terminals are separated by a gap}}	1	1
{{terminal is connected to postive terminal of the battery}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{Terminal 1 is seperated from the positive terminal}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{Battery is not contained i a closed path.}}	{{The battery in 4 is not in a closed path}}	1	1
terminal 1 {{was connected}} to the positive battery terminal	Terminal 1 and the positive terminal {{are separated}} by the gap	0	0
{{There are 2 paths in this diagram}}	{{there is a path containing A and a different path containing B and C}}	1	1
{{Because the switch was connected to the closed circuit}}	{{there is no path containing both switch Y and bulb A}}	1	1
{{damaged bulb creates a gap.}}	{{a damaged bulb creates a gap}}	1	1
{{that the battery connection does not work}}	{{there is a short circuit}}	1	1
{{because the terminals are not connected}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{Terminal 5 is connected to teh positive battery terminal}}	{{Terminal 5 and the positive terminal are connected}}	1	1
terminal 1 {{was connected}} to the positive terminal	Terminal 1 and the positive terminal {{are separated}} by the gap	0	0
{{there is a gap between terminal one and two and the positive battery terminal}}	{{Terminals 1 and 2 are in the same electrical state}}	1	1
{{bulbs b and c are contained on the same path with the battery}}	{{B and C are in the same path with the battery}}	1	1
{{because there is no closed path to the battery}}	{{the path is not closed}}	1	1
{{terminal 1 is not connected to the positive battery terminal}}	{{Terminal 1 and the positive terminal are not connected}}	1	1
{{the battery is not in a closed bath alone}}	{{The battery in 2 is not in a closed path}}	1	1
{{terminal 5 is connected to postive terminal of the battery}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{if x and z are closed then it will create a closed path}}	{{there is a path containing A, C, Z and X}}	1	1
{{positive terminal is serperated from terminal 2}}	{{Terminal 2 and the positive terminal are separated by the gap}}	1	1
{{the battery is not closed the bulb is.}}	{{The battery in 2 is not in a closed path}}	1	1
{{there is not a gap in the connection}}	{{the terminals are not separated by a gap}}	1	1
{{if a bulb is in a closed circuit with a battery and a switch the switch will affect the bulb.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{bulbs b and c were contained in a closed path with the battery.}}	{{Bulb B and Bulb C were still contained in the same closed path with the battery.}}	1	1
Because neither components are {{in closed paths.}} 	Circuit 4 has {{no closed paths}} 	0	0
{{you can see where the gap is}}	{{Measuring voltage indicates the place where the electrical state changes due to a gap.}}	1	1
{{if there is a gap in the circuit there the bulb will not light up.}}	{{A non-zero voltage means that the terminals are not connected.}}	1	1
{{Bulb A and Bulb B and the battery are in a closed path.}}	{{If C burns out, then A and B are still in a closed path with the battery.}}	1	1
That there is {{a gap}} 	there is {{no gap}} between the terminals	0	0
{{if the switch and bulb are contained in the same path, the switch will affect the bulb.}}	{{When the switch and the bulb are contained in the same path}}	1	1
{{Voltage is the difference between a positive and negative end on a battery.}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{the path passes the energy through the switch}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{that the bulb terminal and battery terminal are on the same side of a disconnected circut}}	{{The terminals are in the same state.}}	1	1
{{Because the battery is not in a closed path.}}	{{The battery in 4 is not in a closed path}}	1	1
{{switch x is in the closed path with bulb a}}	{{Bulb A is still contained in a closed path with the battery and switch X.}}	1	1
{{There was a closed circuit}}	{{Bulb A is still contained in a closed path with the battery.}}	1	1
{{"because switch z is in bulb c""s closed path"}}	{{there is a path containing both Z and C}}	1	1
{{Bulb A was still in a closed path}}	{{Bulb A is still contained in a closed path with the battery and switch X.}}	1	1
{{Because there is a gap due to a damaged bulb.}}	{{Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap}}	1	1
{{Bulb A was still in a closed path with the battery}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
{{The battery and light bulb are not contained in a close path}}	{{The battery in 4 is not in a closed path}}	1	1
{{and the circut is closed}}	{{A and C are in the same closed path}}	1	1
{{"becuase bulb C is on it""s own pathway."}}	{{Bulb C is in a separate path}}	1	1
{{if bulb A burns out then bulbs B and C will no longer be in a closed path.}}	{{If bulb A burns out, neither B nor C is in a closed path}}	1	1
{{Terminal 1 is not connected to the positive terminal.}}	{{Terminal 1 and the positive terminal are not connected}}	1	1
{{because the battery is not in a closed circuit}}	{{The battery in 2 is not in a closed path}}	1	1
{{the terminal it is connected to is not working}}	{{there is no gap between the terminals}}	1	1
{{There must be a closed path and a battery.}}	{{there is a closed path containing both the bulb and a battery}}	1	1
terminal {{is connected}} to terminal 6	Terminals 1 and 6 {{are not connected}} 	0	0
